date,amount,category,description
2025-12-14 22:39:35,-280.9,Utilities,Data president stay develop suddenly.
2025-08-26 12:07:44,831.76,,Salary payment
2025-03-26 23:20:27,230.13,,Gift received
2025-11-26 21:06:40,-230.8,Food,Their pattern president consider final.
2025-05-07 21:12:02,376.95,,Salary payment
2025-09-09 08:43:15,-482.08,Entertainment,Be above imagine carry benefit.
2025-07-01 19:12:28,204.38,,Gift received
2025-12-12 13:01:21,-405.79,Utilities,Former husband try just agree image door.
2025-01-31 02:48:47,-489.02,Travel,Administration serious that hundred.
2025-11-23 02:47:09,-301.73,Shopping,Hot could painting again attack measure.
2025-06-18 18:24:27,-238.44,Education,Away guess production.
2025-05-27 12:07:08,669.31,,Freelance project
2025-12-02 18:31:17,-388.43,Clothing,Tend chair major agree top institution capital.
2025-07-16 18:43:31,949.37,,Gift received
2025-09-16 16:33:11,764.87,,Salary payment
2025-11-18 09:18:22,610.33,,Salary payment
2025-02-16 04:16:48,-195.5,Miscellaneous,Serve listen growth network.
2025-05-29 10:34:17,164.57,,Sold old items
2025-11-08 10:23:43,-314.59,Shopping,Admit human more themselves senior answer.
2025-08-22 07:05:37,-360.51,Food,Base for computer watch program option.
2026-01-20 02:11:59,-221.35,Shopping,Good debate agency rise.
2025-10-25 02:33:50,-474.01,Education,Set for number almost style rise.
2025-05-27 14:05:59,902.22,,Salary payment
2025-06-12 01:54:42,468.81,,Sold old items
2025-08-23 17:51:52,-54.57,Healthcare,Exist science federal goal fund room town.
2025-06-15 01:19:01,-99.38,Clothing,Back feeling building book citizen many.
2026-01-02 12:08:38,-248.31,Travel,Floor list gun prepare throughout black nearly.
2025-06-08 02:42:00,175.7,,Freelance project
2025-11-23 08:25:26,-409.06,Healthcare,Each sign popular represent with enjoy nice.
2025-09-14 07:59:18,335.3,,Salary payment
2025-06-07 01:10:45,-443.56,Food,Above mother build worry compare Mr just.
2025-04-26 16:41:33,565.82,,Salary payment
2025-12-14 01:49:50,-320.01,Shopping,Recognize plant poor increase subject business yes.
2025-04-20 02:23:29,733.64,,Freelance project
2025-06-16 10:37:18,-228.16,Food,Article reality happy through person.
2026-01-13 04:23:44,192.81,,Sold old items
2025-05-20 20:09:16,101.81,,Sold old items
2026-01-16 06:00:48,-417.05,Food,Book contain throw box third.
2025-01-24 09:17:28,852.37,,Gift received
2025-03-29 18:19:38,-328.06,Miscellaneous,Probably benefit better city against.
2025-02-14 11:23:03,471.03,,Sold old items
2025-11-04 09:03:24,-498.67,Entertainment,Fine however push.
2025-11-10 07:10:51,873.47,,Salary payment
2025-02-26 13:42:02,244.41,,Bonus from work
2025-11-14 18:27:08,-35.3,Healthcare,Weight method happy.
2025-11-24 01:32:29,950.33,,Salary payment
2025-09-16 19:30:59,170.21,,Freelance project
2025-09-27 05:07:04,322.06,,Bonus from work
2025-08-14 22:11:55,454.27,,Bonus from work
2026-01-08 04:44:19,750.87,,Sold old items
2025-09-19 20:30:25,-10.83,Education,Evidence political event wind dark themselves wind.
2025-01-26 11:39:09,952.42,,Freelance project
2025-08-15 22:04:04,208.5,,Freelance project
2025-11-28 13:46:43,-353.15,Education,Step bank authority or step exist firm all.
2026-01-01 11:05:34,911.96,,Bonus from work
2025-11-27 02:04:37,-477.92,Entertainment,Speech behavior than foot indeed indicate.
2025-07-23 10:34:05,330.49,,Salary payment
2025-08-05 13:54:02,65.73,,Sold old items
